,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2021-03-29,225.49,232.38,225.1,231.86,231.86,18029105,0.0000,1.0,232.9935,235.2888,45.0070,29.8203,22.8425,0.2199,-4.9521,-5.1720,17.3461,-57.0581,95.0000,0.0000,232.9935,242.3994,223.5876,646015936.7231,948502004.0000
2021-03-26,222.0,229.239,220.42,227.26,227.26,22030750,0.0000,1.0,233.4850,235.6497,42.2661,12.3423,29.5762,-0.0664,-5.2934,-5.2270,17.3067,-129.5352,100.0000,0.0000,233.4850,243.6030,223.3670,630562418.1517,930472899.0000
2021-03-25,225.0,229.24,222.5,222.72,222.72,24819815,0.0000,1.0,234.0100,236.5328,39.4359,26.3648,51.6809,0.0268,-5.1836,-5.2104,16.9944,-160.3268,100.0000,0.0000,234.0100,243.8678,224.1522,618419150.6894,908442149.0000
2021-03-24,236.83,237.3,229.24,229.59,229.59,15949850,0.0000,1.0,234.8830,237.9868,42.4257,50.0215,69.4352,0.7112,-4.5059,-5.2171,16.7796,-58.4392,70.0000,0.0000,234.8830,243.6151,226.1509,641618681.0306,933261964.0000
2021-03-23,237.3,241.12,235.5,237.67,237.67,12295566,0.0000,1.0,235.9205,238.8706,46.3521,78.6565,76.6504,1.1201,-4.2748,-5.3949,16.9479,29.9421,75.0000,0.0000,235.9205,246.6034,225.2376,656183308.3259,949211814.0000
2021-03-22,235.855,238.53,235.0,237.12,237.12,12063171,0.0000,1.0,236.6745,238.9970,46.0291,79.6277,65.4217,0.9346,-4.7403,-5.6749,17.5413,0.5460,80.0000,0.0000,236.6745,249.6315,223.7175,658983721.9345,936916248.0000
2021-03-19,239.66,241.6,236.8838,239.79,239.79,15959658,0.0000,1.0,237.5185,239.1946,47.3437,71.6669,48.0891,0.6990,-5.2096,-5.9085,17.9584,19.1341,85.0000,0.0000,237.5185,252.5195,222.5175,656557418.4189,948979419.0000
2021-03-18,238.56,239.5,235.56,236.43,236.43,14836080,0.0000,1.0,238.7085,239.1319,45.4823,44.9704,31.9562,0.0787,-6.0046,-6.0833,18.5233,-17.7042,90.0000,5.0000,238.7085,257.5308,219.8862,652847868.9724,933019761.0000
2021-03-17,226.5,235.63,225.81,233.34,233.34,16949507,0.0000,1.0,240.1125,239.4164,43.7449,27.6299,34.1994,-0.4870,-6.5899,-6.1029,18.9554,-67.8155,95.0000,0.0000,240.1125,261.9871,218.2379,661131974.5561,918183681.0000
2021-03-16,228.07,229.85,225.53,226.93,226.93,19336592,0.0000,1.0,241.9870,240.0560,39.9752,23.2682,45.1690,-0.9453,-6.9265,-5.9812,19.1016,-97.1698,100.0000,0.0000,241.9870,267.3638,216.6102,652087634.7720,901234174.0000
2021-03-15,228.41,230.45,226.26,230.28,230.28,14520334,0.0000,1.0,244.1755,241.4377,41.3509,51.7002,63.5498,-0.8579,-6.6027,-5.7449,18.7568,-90.2351,100.0000,5.0000,244.1755,271.4586,216.8924,658891250.4757,920570766.0000
2021-03-12,233.695,235.45,229.7058,231.87,231.87,17778446,0.0000,1.0,246.0540,242.6121,42.0027,60.5386,62.1364,-0.9041,-6.4345,-5.5304,18.4326,-76.9660,80.0000,10.0000,246.0540,274.4042,217.7038,645549177.4686,935091100.0000
2021-03-11,237.2,241.72,235.0,240.8,240.8,15162534,0.0000,1.0,247.9070,243.7429,45.8595,78.4107,56.2090,-0.9837,-6.2881,-5.3044,18.2746,-47.6371,85.0000,15.0000,247.9070,277.1375,218.6765,649931114.7003,952869546.0000
2021-03-10,241.0,241.325,233.64,234.3,234.3,10491176,0.0000,1.0,249.2565,244.0527,42.1888,47.4598,35.8985,-1.8605,-6.9190,-5.0585,18.4083,-66.5104,90.0000,20.0000,249.2565,279.5237,218.9893,638920226.9146,937707012.0000
2021-03-09,233.38,238.74,233.075,238.14,238.14,15291260,0.0000,1.0,250.8660,245.0793,43.8577,42.7566,27.1666,-2.3684,-6.9617,-4.5933,18.5176,-71.3717,95.0000,25.0000,250.8660,281.2041,220.5279,647609405.2152,948198188.0000
2021-03-08,229.02,230.81,226.53,226.69,226.69,17138380,0.0000,1.0,252.0885,245.8097,36.7730,17.4791,15.8288,-3.3048,-7.3061,-4.0012,18.4293,-121.1618,100.0000,30.0000,252.0885,282.2468,221.9302,635557247.0687,932906928.0000
2021-03-05,235.42,236.43,228.34,233.89,233.89,15988377,0.0000,1.0,254.0375,247.8223,39.7711,21.2641,14.0816,-3.2984,-6.4735,-3.1750,17.6582,-112.8949,100.0000,35.0000,254.0375,282.3607,225.7143,651414252.8631,950045308.0000
2021-03-04,235.0,236.37,228.36,230.5,230.5,22964848,0.0000,1.0,255.6910,249.2889,37.4916,8.7433,9.7458,-3.6993,-6.0497,-2.3504,16.9304,-135.7484,100.0000,40.0000,255.6910,282.9579,228.4241,645465548.9360,934056931.0000
2021-03-03,237.5,239.6086,234.4506,236.27,236.27,13571668,0.0000,1.0,257.3375,251.2667,39.9356,12.2373,9.5314,-3.6500,-5.0756,-1.4256,16.1591,-129.1602,95.0000,45.0000,257.3375,282.1911,232.4839,656159541.8249,957021779.0000
2021-03-02,238.79,241.2,234.27,234.42,234.42,14644193,0.0000,1.0,258.2490,252.8453,38.7188,8.2569,9.0390,-3.8329,-4.3460,-0.5131,15.6278,-154.4761,100.0000,50.0000,258.2490,281.2102,235.2878,660156842.7217,943450111.0000
2021-03-01,241.05,242.79,239.26,241.69,241.69,14043349,0.0000,1.0,259.7625,254.7848,41.8866,8.0999,13.8461,-3.6084,-3.1633,0.4451,15.0686,-152.5831,95.0000,55.0000,259.7625,280.0797,239.4453,674167087.9728,958094304.0000
2021-02-26,244.63,244.9,237.65,237.76,237.76,17301978,0.0000,1.0,260.3695,256.1632,39.3378,10.7601,18.6639,-3.6950,-2.3478,1.3472,14.7174,-187.7033,100.0000,60.0000,260.3695,279.1586,241.5804,668875967.8113,944050955.0000
2021-02-25,250.0,250.34,240.07,240.18,240.18,17800937,0.0000,1.0,261.5195,258.1003,40.3737,22.6783,20.2765,-3.1437,-0.8727,2.2710,14.3477,-200.0352,100.0000,65.0000,261.5195,277.1890,245.8500,685652920.2720,961352933.0000
2021-02-24,252.0,252.0,248.1,250.34,250.34,12831653,0.0000,1.0,262.5230,259.9867,45.1116,22.5532,15.9129,-2.2805,0.7764,3.0569,14.0718,-168.4996,95.0000,70.0000,262.5230,274.8011,250.2449,703072532.4288,979153870.0000
2021-02-23,247.31,254.9,241.62,252.75,252.75,15980265,0.0000,1.0,263.3020,261.0021,46.3369,15.5980,18.7347,-1.7916,1.8355,3.6271,14.1833,-214.6768,100.0000,75.0000,263.3020,274.2997,252.3043,701164235.3159,991985523.0000
2021-02-22,257.99,259.46,254.0,254.0,254.0,14311055,0.0000,1.0,263.7335,261.8708,46.9655,9.5875,30.4206,-1.1598,2.9151,4.0749,14.3006,-154.3791,25.0000,80.0000,263.7335,273.6670,253.8000,690358303.1096,1007965788.0000
2021-02-19,266.05,269.39,262.85,263.59,263.59,14718443,0.0000,1.0,263.9645,262.6993,52.1186,31.0185,47.4706,-0.2414,4.1235,4.3649,14.9771,21.7668,30.0000,85.0000,263.9645,273.1700,254.7590,704669358.1096,1022276843.0000
2021-02-18,265.23,266.18,262.33,264.51,264.51,15382348,0.0000,1.0,263.7850,262.6055,52.6450,50.6558,56.5837,0.2041,4.6294,4.4253,15.0737,7.5154,35.0000,90.0000,263.7850,273.1513,254.4187,716057021.9598,1036995286.0000
2021-02-17,270.89,272.316,267.81,270.83,270.83,12986160,0.0000,1.0,263.8340,262.4050,56.3601,60.7375,59.1660,0.7399,5.1141,4.3742,15.3644,116.5714,0.0000,95.0000,263.8340,273.2252,254.4428,714019360.2767,1052377634.0000
2021-02-16,271.0,274.29,270.4,270.7,270.7,16708658,0.0000,1.0,262.8750,261.5182,56.2999,58.3579,59.6633,0.8257,5.0149,4.1893,15.2558,147.0458,0.0000,100.0000,262.8750,273.0935,252.6565,709598417.2141,1039391474.0000
2021-02-12,269.09,270.25,265.6804,267.85,267.85,9355082,0.0000,1.0,261.5130,260.5517,55.0058,58.4025,60.5595,0.8457,4.8286,3.9828,14.9353,92.7017,0.0000,95.0000,261.5130,274.1676,248.8584,723729904.3143,1022682816.0000
2021-02-11,268.75,274.26,267.2,268.93,268.93,15295792,0.0000,1.0,260.2695,259.7835,55.5985,62.2295,61.8113,1.0393,4.8107,3.7714,14.8133,120.1905,0.0000,100.0000,260.2695,274.9193,245.6197,724201589.1211,1032037898.0000
2021-02-10,268.7,270.4,264.6,267.79,267.79,12852264,0.0000,1.0,258.5880,258.8207,55.1135,61.0464,64.3339,1.0963,4.6079,3.5116,14.5679,89.2811,0.0000,100.0000,258.5880,276.2798,240.8962,732001143.1154,1016742106.0000
2021-02-09,263.0,267.2,262.54,266.49,266.49,12295716,0.0000,1.0,256.4785,257.8765,54.5760,62.1581,69.0336,1.1607,4.3982,3.2375,14.5126,68.9737,5.0000,85.0000,256.4785,278.7475,234.2095,730715916.7154,1003889842.0000
2021-02-08,264.98,265.0,261.82,262.59,262.59,10758151,0.0000,1.0,254.5225,256.9698,52.9710,69.7974,67.0558,1.2515,4.1989,2.9473,14.6285,55.5669,10.0000,90.0000,254.5225,279.6227,229.4223,722166963.9600,991594126.0000
2021-02-05,264.61,266.45,263.21,265.67,265.67,11018671,0.0000,1.0,253.2025,256.3782,54.4135,75.1455,63.3723,1.6460,4.2805,2.6345,14.8717,70.7912,0.0000,95.0000,253.2025,279.2265,227.1785,727715192.7776,1002352277.0000
2021-02-04,269.58,269.99,265.5576,266.96,266.96,16762976,0.0000,1.0,251.2640,255.4002,55.0095,56.2247,51.4081,1.7858,4.0088,2.2230,15.0350,87.5731,5.0000,100.0000,251.2640,279.0038,223.5242,722001807.8147,1013370948.0000
2021-02-03,264.7,268.28,261.2501,263.43,263.43,29179688,0.0000,1.0,249.2965,254.1833,53.6908,58.7467,49.5222,1.6958,3.4723,1.7765,15.0517,77.1506,10.0000,50.0000,249.2965,277.8734,220.7196,728157258.5271,996607972.0000
2021-02-02,264.57,265.0,254.04,254.5,254.5,29056770,0.0000,1.0,248.1450,253.2100,50.1816,39.2529,41.7734,1.7440,3.0965,1.3526,15.1527,50.6914,15.0000,55.0000,248.1450,276.2023,220.0877,739240301.6612,967428284.0000
2021-02-01,258.8,265.0,255.195,264.69,264.69,15289300,0.0000,1.0,246.8125,253.0742,54.6728,50.5670,47.8579,2.5645,3.4811,0.9166,15.4193,74.9347,20.0000,60.0000,246.8125,276.0428,217.5822,765857999.7269,996485054.0000
2021-01-29,256.03,258.9,252.3,253.83,253.83,14692989,0.0000,1.0,245.2145,251.8515,50.1562,35.5004,51.8692,2.6083,2.8837,0.2754,15.6313,49.9455,25.0000,65.0000,245.2145,273.8491,216.5799,751535488.7121,981195754.0000
2021-01-28,259.17,261.57,257.33,260.76,260.76,10244931,0.0000,1.0,244.4425,251.6432,53.3807,57.5062,62.6918,3.5618,3.1851,-0.3766,16.1498,80.8151,30.0000,70.0000,244.4425,272.9386,215.9464,759416273.7212,995888743.0000
2021-01-27,265.13,265.92,259.95,260.25,260.25,16050392,0.0000,1.0,243.2175,250.6836,53.1702,62.6009,65.0818,4.0850,2.8179,-1.2671,16.4049,102.8337,0.0000,75.0000,243.2175,270.8971,215.5379,753085679.5655,985643812.0000
2021-01-26,263.8,266.0,261.12,265.92,265.92,14681226,0.0000,1.0,241.3230,249.6766,55.8327,67.9684,68.7072,4.6484,2.3601,-2.2883,16.5181,129.1341,0.0000,80.0000,241.3230,269.2656,213.3804,767522966.8419,1001694204.0000
2021-01-25,263.62,265.2,257.85,261.38,261.38,19478552,0.0000,1.0,239.1270,247.9668,54.0837,64.6761,74.3462,4.6145,1.1641,-3.4504,16.5687,134.3335,5.0000,85.0000,239.1270,265.8697,212.3843,753323092.5141,987012978.0000
2021-01-22,256.8,260.33,255.5,258.62,258.62,13518247,0.0000,1.0,238.8670,246.5548,53.0091,73.4769,82.9199,4.6870,0.0830,-4.6041,16.6551,120.3934,10.0000,90.0000,238.8670,264.8290,212.9050,754091634.0215,967534426.0000
2021-01-21,264.13,264.6,257.9,260.0,260.0,20709883,0.0000,1.0,238.7275,245.2848,53.6050,84.8854,88.0032,4.7586,-1.0172,-5.7758,16.9477,138.6306,15.0000,95.0000,238.7275,264.2904,213.1646,750145313.4687,981052673.0000
2021-01-20,267.5,269.0,262.7,265.49,265.49,44640838,0.0000,1.0,238.7490,243.7359,55.9836,90.3974,86.9496,4.4184,-2.5471,-6.9655,17.1297,172.0117,20.0000,100.0000,238.7490,264.3840,213.1140,757872881.7523,1001762556.0000
2021-01-19,250.0,252.88,246.99,251.65,251.65,23681885,0.0000,1.0,238.4745,241.4460,50.7499,88.7269,78.0502,3.0483,-5.0217,-8.0701,17.0666,79.6639,25.0000,5.0000,238.4745,263.0541,213.8949,762974691.8095,957121718.0000
2021-01-15,246.25,246.99,242.1501,243.46,243.46,21561645,0.0000,1.0,239.1135,240.3718,47.2219,81.7245,63.9797,2.1341,-6.6980,-8.8322,17.6771,32.5543,30.0000,10.0000,239.1135,265.6190,212.6080,749183712.9385,933439833.0000
2021-01-14,245.31,245.7,241.47,242.98,242.98,31381635,0.0000,1.0,240.0350,240.0468,47.0105,63.6990,52.6136,1.4593,-7.9063,-9.3657,18.6074,20.7024,35.0000,15.0000,240.0350,268.3037,211.7663,759074208.2100,911878188.0000
2021-01-13,229.94,240.49,226.29,235.3,235.3,38805070,0.0000,1.0,240.6415,239.7380,43.5762,46.5155,47.6091,0.4458,-9.2847,-9.7305,19.5227,-31.6867,40.0000,20.0000,240.6415,269.6478,211.6352,768050987.9618,880496553.0000
2021-01-12,228.385,229.75,225.14,225.6,225.6,18614489,0.0000,1.0,241.6780,240.2052,38.8184,47.6262,45.9753,-0.2850,-10.1269,-9.8420,20.2251,-70.6163,45.0000,0.0000,241.6780,271.3213,212.0347,757611877.5815,841691483.0000
2021-01-11,229.9,230.8245,225.86,227.37,227.37,23036857,0.0000,1.0,243.6250,241.7426,39.3943,48.6857,44.6174,-0.2963,-10.0670,-9.7707,20.3711,-70.8031,50.0000,0.0000,243.6250,273.8970,213.3530,772511544.4817,860305972.0000
2021-01-08,227.88,238.6,226.6833,236.19,236.19,34884935,0.0000,1.0,245.5000,243.2555,42.3696,41.6141,44.2055,-0.3276,-10.0243,-9.6967,20.5543,-51.1087,55.0000,0.0000,245.5000,276.1555,214.8445,781534642.1625,883342829.0000
2021-01-07,229.31,229.95,220.09,226.9,226.9,49361841,0.0000,1.0,246.8805,243.9992,37.6582,43.5525,52.0227,-1.1073,-10.7220,-9.6148,20.7799,-93.8077,60.0000,0.0000,246.8805,278.2138,215.5472,760759770.0743,848457894.0000
2021-01-06,234.95,238.3,225.86,227.61,227.61,37146057,0.0000,1.0,248.8400,245.7991,37.8830,47.4498,56.4364,-1.1728,-10.5108,-9.3379,20.5256,-83.3550,65.0000,5.0000,248.8400,279.8299,217.8501,741936187.7051,897819735.0000
2021-01-05,229.05,240.76,228.12,240.4,240.4,35823827,0.0000,1.0,250.6595,247.7138,42.1947,65.0657,60.4948,-1.1158,-10.1605,-9.0447,20.4680,-66.9936,70.0000,0.0000,250.6595,280.7087,220.6103,768631183.6520,934965792.0000
2021-01-04,226.5,230.38,225.04,227.85,227.85,24897858,0.0000,1.0,252.0020,248.4836,35.3339,56.7938,53.7650,-2.1021,-10.8679,-8.7658,20.4913,-120.4430,75.0000,5.0000,252.0020,282.4937,221.5103,734847954.3925,899141965.0000
2020-12-31,237.46,238.92,231.0267,232.73,232.73,23451848,0.0000,1.0,253.9550,250.6556,36.9541,59.6247,45.4788,-2.0947,-10.3349,-8.2403,19.8998,-109.6195,80.0000,10.0000,253.9550,282.9769,224.9331,733542448.7296,924039823.0000
2020-12-30,243.3484,243.39,234.6452,238.39,238.39,44812299,0.0000,1.0,255.3845,252.5425,38.9205,44.8764,33.6241,-2.2846,-10.0012,-7.7166,19.4799,-103.1215,85.0000,15.0000,255.3845,282.8590,227.9100,746872919.6887,947491671.0000
2020-12-29,231.76,239.19,229.6,236.26,236.26,69715948,0.0000,1.0,256.6655,254.0322,37.7360,31.9354,25.5944,-2.8605,-10.0060,-7.1454,19.1652,-149.5468,90.0000,20.0000,256.6655,283.2249,230.1061,753305130.5689,902679372.0000
2020-12-28,216.88,224.99,215.3201,222.36,222.36,72863844,0.0000,1.0,258.0205,255.9030,29.2271,24.0605,26.8180,-3.2194,-9.6497,-6.4303,18.5806,-302.6865,95.0000,0.0000,258.0205,282.9954,233.0456,726189334.3186,832963424.0000
2020-12-24,228.235,229.9,211.23,222.0,222.0,141830000,0.0000,1.0,260.7265,259.4338,28.9883,20.7873,34.1782,-2.0140,-7.6394,-5.6255,17.0017,-435.1318,100.0000,0.0000,260.7265,280.9322,240.5208,692960214.5081,760099580.0000
2020-12-23,255.5,257.3499,252.5301,256.18,256.18,10729152,0.0000,1.0,263.5125,263.3742,41.6679,35.6062,51.5602,0.1962,-4.9257,-5.1220,15.3397,-128.1904,70.0000,0.0000,263.5125,275.1328,251.8922,671157745.3062,901929580.0000
2020-12-22,257.87,258.34,255.41,255.83,255.83,11485743,0.0000,1.0,264.7015,264.1315,41.4187,46.1411,64.5604,0.3005,-4.8706,-5.1710,15.1720,-118.5131,75.0000,5.0000,264.7015,277.8440,251.5590,665637122.6746,891200428.0000
2020-12-21,255.17,260.46,254.5,260.43,260.43,10901780,0.0000,1.0,265.4155,265.0054,43.7531,72.9333,69.2589,0.5525,-4.6937,-5.2461,15.1681,-99.4621,80.0000,10.0000,265.4155,278.0961,252.7349,673830024.6780,902686171.0000
2020-12-18,263.9,264.9,259.2,260.0,260.0,15981756,0.0000,1.0,265.9310,265.4870,43.4701,74.6066,54.6750,0.5162,-4.8680,-5.3843,15.1641,-65.8473,85.0000,15.0000,265.9310,278.5972,253.2648,663037994.1411,891784391.0000
2020-12-17,264.7,264.85,260.2,264.43,264.43,14306570,0.0000,1.0,265.9255,266.0646,45.7211,60.2367,36.9605,0.5374,-4.9759,-5.5133,15.4411,-36.0270,90.0000,20.0000,265.9255,278.6021,253.2489,674533643.1937,907766147.0000
2020-12-16,257.74,263.18,257.04,261.89,261.89,15804754,0.0000,1.0,265.4955,266.2366,44.1457,29.1816,26.0732,0.1553,-5.4924,-5.6477,15.7940,-61.8905,95.0000,25.0000,265.4955,278.9079,252.0831,662811485.8388,893459577.0000
2020-12-15,255.34,255.68,252.3,255.11,255.11,16595641,0.0000,1.0,265.2410,266.6942,39.7082,21.4631,27.0701,-0.1265,-5.8130,-5.6865,16.0457,-142.4391,100.0000,30.0000,265.2410,279.1030,251.3790,653647817.3958,877654823.0000
2020-12-14,260.32,260.855,256.03,256.03,256.03,18369893,0.0000,1.0,265.4010,267.9136,40.1191,27.5747,31.4235,0.2075,-5.4473,-5.6549,15.7383,-106.5883,15.0000,35.0000,265.4010,278.8596,251.9424,642649522.7686,894250464.0000
2020-12-11,264.29,265.3199,262.5,264.54,264.54,7771290,0.0000,1.0,265.6415,269.1645,44.1319,32.1724,33.5649,0.7117,-4.9951,-5.7068,15.6143,-20.4215,20.0000,40.0000,265.6415,278.5837,252.6993,661019415.7686,912620357.0000
2020-12-10,261.99,266.0899,261.2001,264.87,264.87,10290254,0.0000,1.0,265.6300,269.6513,44.2951,34.5232,39.7308,0.6730,-5.2117,-5.8847,15.8584,-22.9770,25.0000,45.0000,265.6300,278.5765,252.6835,657546738.5357,920391647.0000
2020-12-09,267.56,267.91,263.1,263.8,263.8,9060730,0.0000,1.0,265.6690,270.1546,43.6532,33.9990,43.1921,0.6070,-5.4459,-6.0529,16.1154,-12.0830,30.0000,50.0000,265.6690,278.6108,252.7272,652390878.9300,910101393.0000
2020-12-08,265.2,268.4,263.87,266.09,266.09,9447654,0.0000,1.0,265.8060,270.8235,44.7005,50.6702,43.6650,0.6479,-5.5567,-6.2047,16.4964,1.0827,35.0000,0.0000,265.8060,278.7237,252.8883,658814390.2190,919162123.0000
2020-12-07,265.7,265.97,262.6,264.0,264.0,11388712,0.0000,1.0,267.0280,271.3217,43.5258,44.9070,32.9151,0.5161,-5.8505,-6.3666,16.9414,-34.0177,40.0000,5.0000,267.0280,283.8546,250.2014,659002091.9541,909714469.0000
2020-12-04,271.02,271.3,266.27,267.25,267.25,15527567,0.0000,1.0,268.8255,272.0924,44.9359,35.4178,20.5855,0.5681,-5.9276,-6.4957,17.2492,-6.9843,45.0000,10.0000,268.8255,290.8516,246.7994,660928372.6188,921103181.0000
2020-12-03,263.78,268.6,263.14,266.91,266.91,15520488,0.0000,1.0,269.8505,272.6021,44.7581,18.4205,19.3778,0.3670,-6.2707,-6.6377,17.7708,-27.8964,50.0000,15.0000,269.8505,293.3468,246.3542,670405436.3743,905575614.0000
2020-12-02,262.0,263.1,260.11,261.32,261.32,13919668,0.0000,1.0,271.2905,273.2013,41.8228,7.9180,32.3361,0.1467,-6.5827,-6.7294,18.1481,-63.4346,55.0000,20.0000,271.2905,297.2866,245.2944,664492869.5171,890055126.0000
2020-12-01,265.47,265.67,261.57,264.01,264.01,14076323,0.0000,1.0,272.5030,274.4520,42.8640,31.7949,59.1329,0.4501,-6.3161,-6.7661,18.1811,-54.3796,60.0000,0.0000,272.5030,298.7863,246.2197,667146451.7111,903974794.0000
2020-11-30,268.97,268.97,262.52,263.36,263.36,30476124,0.0000,1.0,274.8445,275.5511,42.5356,57.2952,77.7296,0.7209,-6.1578,-6.8786,18.2855,-53.0966,65.0000,5.0000,274.8445,305.6406,244.0484,664468517.0916,889898471.0000
2020-11-27,278.8,278.92,275.6656,276.48,276.48,9583197,0.0000,1.0,276.9110,276.8344,47.8044,88.3086,88.0995,1.2589,-5.8000,-7.0589,18.4395,0.4396,70.0000,0.0000,276.9110,309.8214,244.0006,687006673.9102,920374595.0000
2020-11-25,275.7,279.33,274.05,277.72,277.72,15229301,0.0000,1.0,278.7150,276.8717,48.3420,87.5848,83.6049,0.7788,-6.5948,-7.3736,19.2761,-7.1379,75.0000,5.0000,278.7150,315.1047,242.3253,691793560.9073,929957792.0000
2020-11-24,276.235,280.61,272.8,279.96,279.96,19575180,0.0000,1.0,280.2260,276.7824,49.2934,88.4050,72.8885,-0.0713,-7.6396,-7.5683,20.1568,-9.7713,80.0000,0.0000,280.2260,318.7707,241.6813,685851826.0474,945187093.0000
2020-11-23,274.75,275.73,266.4107,270.11,270.11,25317123,0.0000,1.0,282.0850,276.4479,44.7511,74.8249,51.8892,-1.5396,-9.0900,-7.5505,21.0838,-40.4838,85.0000,5.0000,282.0850,323.8509,240.3191,669534998.6722,925611913.0000
2020-11-20,263.97,272.3699,261.9,270.74,270.74,34178420,0.0000,1.0,283.9230,277.1151,44.9960,55.4356,29.7087,-2.6407,-9.8063,-7.1656,21.7863,-54.1768,90.0000,10.0000,283.9230,326.6437,241.2023,674752836.7230,950929036.0000
2020-11-19,255.0,261.4,253.5601,259.89,259.89,20752828,0.0000,1.0,285.8820,277.7862,39.5866,25.4070,12.9079,-4.1365,-10.6419,-6.5054,22.3316,-95.6963,95.0000,15.0000,285.8820,329.5869,242.1771,651215856.8051,916750616.0000
2020-11-18,257.76,258.31,252.55,255.83,255.83,28307122,0.0000,1.0,288.2015,279.6700,37.3980,8.2834,6.7350,-4.9778,-10.4490,-5.4713,22.2084,-117.6491,100.0000,20.0000,288.2015,331.0582,245.3448,638457204.8227,895997788.0000
2020-11-17,260.28,260.28,256.54,256.8,256.8,19739461,0.0000,1.0,290.8085,282.1794,37.7080,5.0333,6.8049,-5.4107,-9.6375,-4.2268,21.8631,-126.6871,100.0000,25.0000,290.8085,331.7729,249.8441,634525660.1004,924304910.0000
2020-11-16,260.42,262.57,257.03,258.31,258.31,20864160,0.0000,1.0,293.4590,284.8510,38.1761,6.8883,7.7064,-5.6860,-8.5602,-2.8741,21.6571,-143.2149,100.0000,30.0000,293.4590,332.0709,254.8471,651520597.1111,944044371.0000
2020-11-13,264.72,265.44,257.17,260.84,260.84,33919958,0.0000,1.0,295.8080,287.6447,38.9456,8.4930,12.1606,-5.7618,-7.2144,-1.4526,21.4595,-162.1694,100.0000,35.0000,295.8080,331.1593,260.4567,662743556.8223,964908531.0000
2020-11-12,271.04,271.2,263.04,264.31,264.31,27181048,0.0000,1.0,298.1315,290.4663,39.9960,7.7377,22.0273,-5.6372,-5.6494,-0.0122,21.2567,-170.0774,95.0000,40.0000,298.1315,329.9124,266.3506,666558014.0097,998828489.0000
2020-11-11,261.92,271.92,261.205,265.65,265.65,41698984,0.0000,1.0,299.8890,293.2196,40.3957,20.2509,34.3708,-5.3200,-3.9229,1.3971,21.2646,-208.7162,100.0000,45.0000,299.8890,327.6242,272.1538,685278294.6176,1026009537.0000
2020-11-10,279.97,280.0,264.33,266.54,266.54,61063978,0.0000,1.0,301.6585,296.1217,40.6520,38.0931,42.3330,-4.5259,-1.7988,2.7271,21.2729,-241.4841,100.0000,50.0000,301.6585,324.5172,278.7998,692380548.0754,1067708521.0000
2020-11-09,303.77,304.0,290.5,290.53,290.53,22559869,0.0000,1.0,303.7705,299.2355,48.5394,44.7684,38.7757,-3.0106,0.8480,3.8586,21.3972,-87.1402,90.0000,55.0000,303.7705,320.1461,287.3949,736220353.5955,1128772499.0000
2020-11-06,291.49,300.89,289.786,299.95,299.95,25259567,0.0000,1.0,304.5610,300.1519,52.3266,44.1374,36.3349,-2.8400,1.7712,4.6112,22.3065,-80.7700,95.0000,60.0000,304.5610,319.7899,289.3321,758679956.5110,1151332368.0000
2020-11-05,289.09,291.25,279.6,287.75,287.75,49885852,0.0000,1.0,304.5505,300.1731,47.2641,27.4211,31.9512,-3.3565,1.9648,5.3212,23.4308,-206.6048,100.0000,65.0000,304.5505,319.7924,289.3086,737697045.3071,1126072801.0000
2020-11-04,287.79,299.17,285.3,295.71,295.71,28791198,0.0000,1.0,305.1900,301.4808,50.5943,37.4461,38.0619,-2.7350,3.4254,6.1604,24.1501,-157.3284,95.0000,70.0000,305.1900,318.5108,291.8692,717785524.9809,1175958653.0000
2020-11-03,286.2,294.28,280.78,285.57,285.57,58132486,0.0000,1.0,305.2295,302.0883,45.9889,30.9864,37.9123,-2.4147,4.4294,6.8441,25.2142,-257.5037,100.0000,75.0000,305.2295,318.4419,292.0171,703358789.1410,1147167455.0000
2020-11-02,310.95,311.44,305.39,310.84,310.84,11857638,0.0000,1.0,305.5705,303.8270,59.0121,45.7532,46.9108,-0.7690,6.6788,7.4478,26.0301,56.3554,0.0000,80.0000,305.5705,316.9623,294.1787,720238740.6314,1205299941.0000
2020-10-30,308.55,310.83,300.19,304.69,304.69,14923854,0.0000,1.0,304.4420,303.0888,56.1405,36.9974,47.8615,-0.7602,6.8798,7.6400,26.1898,10.1123,5.0000,85.0000,304.4420,317.8206,291.0634,710733030.8297,1193442303.0000
2020-10-29,309.44,315.58,308.91,312.56,312.56,11174515,0.0000,1.0,303.6160,302.9203,61.3671,57.9818,55.2940,-0.1675,7.6625,7.8301,26.3927,91.9249,10.0000,90.0000,303.6160,318.7554,288.4766,713033324.1154,1208366157.0000
2020-10-28,313.5,313.5,306.0,307.94,307.94,13644451,0.0000,1.0,302.4905,301.9056,59.2514,48.6053,49.4716,-0.1232,7.7488,7.8720,25.7544,65.3423,0.0000,95.0000,302.4905,318.1411,286.8399,711977860.1799,1197191642.0000
